URL,Title,Department,Field,Credit,Professor,Class Format,Period,Language
https://syllabus.sfc.keio.ac.jp//courses/2021_39756?locale=en,FUNDAMENTALS OF INFORMATION TECHNOLOGY 2 (GIGA/GG/GI),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Fundamentals of Information Technology,2 Unit,Tadashi Okoshi,Online (Live),"Mon 4th , Mon 5th",English
https://syllabus.sfc.keio.ac.jp//courses/2021_39776?locale=en,THE GOVERNMENT OF MODERN JAPAN: THE JAPANESE BUREAUCRACY,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Koji Matsui,Online (Live),Tue 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_39606?locale=en,MACROECONOMICS 2 (GIGA/GG),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Tatsuma Wada,Online (Live),Thu 1st,English
https://syllabus.sfc.keio.ac.jp//courses/2021_39690?locale=en,PROJECT ENGLISH A (Oral Listening),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,"Stephen Hofstee,",On campus,Thu 1st,English
https://syllabus.sfc.keio.ac.jp//courses/2021_39812?locale=en,SEMINAR B (1),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Haolan Zheng,Online (Live),Fri 4th,Japanese
https://syllabus.sfc.keio.ac.jp/,BIOMECHANICS AND MOTION ANALYSIS,MEDIA AND GOVERNANCE,Program Courses,1 Unit,,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Tatsuma Wada,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_39691?locale=en,PROJECT ENGLISH A EA01(Writng),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,"Stephen Hofstee,",On campus,Tue 2nd,English
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Koji Matsui,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_39605?locale=en,MICROECONOMICS 2 [2nd half of semester](GIGA/GG),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Akira Maeda,Online (Live),"Mon 2nd , Mon 3rd",English
https://syllabus.sfc.keio.ac.jp//courses/2021_39534?locale=en,PRACTICE OF ENVIRONMENTAL ACTIVITIES [2nd half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Environment And Information Studies,2 Unit,Norichika Kanie,On campus,"Tue 2nd , Tue 3rd",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_39422?locale=en,SEMINAR A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Ikumi Waragai,Online (Live),"Mon 4th , Mon 5th",Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Haolan Zheng,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_39834?locale=en,SEMINAR B (2),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Haolan Zheng,Online (Live),Tue 4th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_39692?locale=en,PROJECT ENGLISH C (Speaking)(GIGA/GG/GI),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,Cameron High I,Online (Live),Fri 1st,English
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Haolan Zheng,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_39885?locale=en,SEMINAR B (1),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Keisuke Uehara,On campus,Mon 6th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_39875?locale=en,SEMINAR A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Hajime Narukawa,On campus,"Thu 5th , Thu 6th",Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Tatsuma Wada,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_39886?locale=en,SEMINAR B (2),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Keisuke Uehara,Online (Live),Tue 5th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_39836?locale=en,SEMINAR A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Ken Jimbo,On campus,"Thu 4th , Thu 5th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_39693?locale=en,PROJECT ENGLISH B EB09(Reading),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,2 Unit,"Stephen Hofstee,",On campus,Thu 2nd,English
https://syllabus.sfc.keio.ac.jp//courses/2021_39721?locale=en,FRENCH INTENSIVE 2 FB,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Language Communication,4 Unit,Beatrice Marechal Ken'ichi Kuradate Hasumi Nishikawa Sonia Silva S,Online (Live),"Tue 2nd , Wed 2nd , Thu 2nd , Fri 1st",French
https://syllabus.sfc.keio.ac.jp//courses/2021_27554?locale=en,FUNDAMENTALS OF INFORMATION TECHNOLOGY 1 (12),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Subjects of Fundamentals of Information Technology,2 Unit,Kiyonobu Kojima,On campus,"Wed 1st , Wed 2nd",Japanese
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (食事学（食育）),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Akiko Kawatani,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (テニス),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Yasuo Miyazaki,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (フェンシング),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Satoshi Sawada,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (食事学（アスリートと食事）),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Akiko Kawatani,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (アーチェリー),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Hiroshi Yamamoto,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (剣道),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Satoshi Amano,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (ヨガ),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Akiko Kato,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (Soft Course),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Kotomi Shiota,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (合気道),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Joji Hara,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (合気道),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Joji Hara,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 1 (09),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Yuko Toukairin,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_27413?locale=en,FUNDAMENTALS OF PHYSICS AND CHEMISTRY,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Hiroyuki Kusumoto,Online (Live),Thu 3rd,Japanese
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (野外スポーツ),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Kazuyuki Noguchi,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (気功),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Yaeko Kato,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (アーチェリー),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Hiroshi Yamamoto,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (気功),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Yaeko Kato,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (テニス),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Yasuo Miyazaki,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (こころのエクササイズ),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Gen Sadayasu,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (ゴルフ),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Kiyosi Naito,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (フェンシング),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Satoshi Sawada,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (自律訓練法),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Megumi Saruwatari,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (クラシックバレエ),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Yaeko Kato,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (バスケットボール),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Takayuki Kizuka,,,
https://syllabus.sfc.keio.ac.jp/,PHYSICAL EDUCATION 2 TO 5 (自律訓練法),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Wellness Subjects,1 Unit,Megumi Saruwatari,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_25166?locale=en,FIELD METHODS IN ECOLOGY [1st half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Environment And Information Studies,2 Unit,Tomohiro Ichinose Kei Uchida,On campus,"Fri 1st , Fri 2nd , Fri 3rd , Fri 4th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25136?locale=en,PATTERN LANGUAGE [1st half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Arisa Kamada Takashi Iba,Online (Live),"Fri 4th , Fri 5th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25128?locale=en,INTERNSHIP IN SOCIAL ENTERPRISES,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,4 Unit,Shuzo Sakurada,On campus,,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25137?locale=en,INTERNATIONAL SECURITY AND CONFLICT STUDIES [2nd half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Ken Jimbo,Online (Live),"Thu 1st , Thu 2nd",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25102?locale=en,ENTERPRISE LAW(CORPORATE LAW),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Kunifumi Saito,Online (Live),Tue 4th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25108?locale=en,ADMINISTRATIVE LAW,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Fukuzo Hasegawa,Online (On-demand),,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25141?locale=en,INTERNATIONAL DEVELOPMENT,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Makiko Nakamuro,Online (Live),Tue 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25089?locale=en,INSTITUTIONAL DESIGN FOR RISK SOCIETY [2nd half of semester](GIGA/GG),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Miki Akiyama,Online (Live),"Thu 1st , Thu 2nd",English
https://syllabus.sfc.keio.ac.jp//courses/2021_25118?locale=en,LIFE CAREER THEORY,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Yukiko Miyaji Toshihiro Tamura,Online (Live),Wed 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25143?locale=en,INTERNATIONAL ENVIRONMENT (GIGA/GG),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Rajib Shaw,Online (Live),Tue 3rd,English
https://syllabus.sfc.keio.ac.jp//courses/2021_25121?locale=en,DEVELOPMENT OF DECISION-MAKING ABILITIES,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Ichiro Innami,On campus,Thu 1st,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25115?locale=en,CAREER AND SOCIETY [1st half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Yasuyo Yoshizawa,Online (Live),"Fri 4th , Fri 5th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25097?locale=en,GOVERNANCE AND INSTITUTIONS(LOCAL GOVERNMENT),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Masaaki Kataoka,Online (Live),Thu 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25098?locale=en,CONSTITUTION(HUMAN RIGHTS),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Fumio Shimpo,Online (Live),Tue 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25146?locale=en,INTERNATIONAL LAW,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Hiroshi Saito,On campus,Wed 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25090?locale=en,URBAN SYSTEMS,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Wakana Baba,Online (Live),Fri 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25154?locale=en,REGION AND CULTURE (THE AMERICAS),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Yasushi Watanabe,Online (Live),Mon 4th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25126?locale=en,INTERNSHIP IN PUBLIC ORGANIZATIONS,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,4 Unit,Shuzo Sakurada,On campus,,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25163?locale=en,ECOLOGICAL DESIGN [2nd half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Environment And Information Studies,2 Unit,Tomohiro Ichinose Tomonari Yamaguchi,On campus,"Fri 1st , Fri 2nd",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25164?locale=en,PROTECTION OF LIVING ENVIRONMENT (GIGA/GI),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Environment And Information Studies,2 Unit,Catherine Munroe Hotes,On campus,Wed 2nd,English
https://syllabus.sfc.keio.ac.jp//courses/2021_25155?locale=en,ISLAM AND MODERN SOCIETY,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Fundamental Subjects - Interdisciplinary Subjects,2 Unit,Yo Nonaka,Online (Live),Fri 4th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25099?locale=en,CONSTITUTION(GOVERNANCE),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Fumio Shimpo,Online (Live),Tue 1st,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25153?locale=en,REGION AND CULTURE(EUROPE AND CIS COUNTRIES),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Ikumi Waragai Takahiro Kunieda Hasumi Nishikawa,Online (Live),Fri 3rd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25149?locale=en,REGION AND SOCIETY(EUROPE AND CIS COUNTRIES),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Policy Management,2 Unit,Yoko Hirose,On campus,Wed 2nd,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_25150?locale=en,REGION AND SOCIETY (THE AMERICAS) (GIGA/GG)/REGION AND SOCIETY (THE AMERICAS),MEDIA AND GOVERNANCE,Program Courses - Heisetsu,2 Unit,Mamoru Fujita,On campus,Thu 2nd,English
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yuko Shirai,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Naohisa Yahagi,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Kazuharu Arakawa,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_43229?locale=en,SEMINAR B (1),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Andreas Meyer,Online (Live),Tue 5th,German
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Rajib Shaw,,,
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Michito Tsuruoka,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_43228?locale=en,SEMINAR A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Yuko Shirai,Online (Live),"Mon 3rd , Mon 4th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_42998?locale=en,WORK AND GENDER,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Kazumi Ogasawara,On campus,Thu 2nd,Japanese
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Yuko Shirai,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Le Thao Chi Vu,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_43230?locale=en,SEMINAR A,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,4 Unit,Koichiro Tanaka,Online (Live),"Mon 3rd , Mon 4th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_42789?locale=en,SEMINAR B (2),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Naohisa Yahagi,On campus,Mon 1st,Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Le Thao Chi Vu,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Rajib Shaw,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Naohisa Yahagi,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_43005?locale=en,THEORY OF SERVICE CREATION BASED ON SOFTWARE TECHNOLOGY (BASIC) (寄附講座),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Kazuya Okada Yuji Sekiya Osamu Nakamura,On campus,Tue 5th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_42788?locale=en,SEMINAR B (1),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Naohisa Yahagi,On campus,Mon 2nd,Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Haruo Suzuki,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Naohisa Yahagi,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_43007?locale=en,FOREST SCIENCE AND ENGINEERING (FROM SUPPLY SIDE) (GIGA/GI),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Environment And Information Studies,2 Unit,Yuko Shirai,Online (Live),Tue 3rd,English
https://syllabus.sfc.keio.ac.jp//courses/2021_43062?locale=en,PRIVACY AND PERSONAL INFORMATION MANAGEMENT,MEDIA AND GOVERNANCE,Special Courses,2 Unit,Satoru Tezuka,Online (Live),Tue 2nd,Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Haruo Suzuki,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_43226?locale=en,FOREST SCIENCE AND ENGINEERING (FROM DEMAND SIDE),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Advanced Subjects - Series of Environment And Information Studies,2 Unit,Yuko Shirai,Online (Live),Tue 2nd,Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Rajib Shaw,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yuko Shirai,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Jonathan Trace W,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_41573?locale=en,INTRODUCTION TO STUDENT BUILT CAMPUS(SBC) [1st half of semester],POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Fumitoshi Kato Hajime Ishikawa Yoko Hasebe Shohei Matsukawa,On campus,"Fri 6th , Fri 7th",Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_41575?locale=en,SEMINAR B (2),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yo Nonaka,On campus,Fri 5th,Japanese
https://syllabus.sfc.keio.ac.jp//courses/2021_41568?locale=en,EMERGENCE OF DATA DRIVEN SOCIETY AND STRATEGY,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Special Subjects,2 Unit,Kazuto Ataka,Online (Live),Thu 2nd,Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 2,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yo Nonaka,,,
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Yo Nonaka,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_41469?locale=en,SEMINAR B (1),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Masahiro Kotosaka,On campus,Mon 6th,Japanese
https://syllabus.sfc.keio.ac.jp/,GRADUATION PROJECT 1,POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Takeya Takagi,,,
https://syllabus.sfc.keio.ac.jp//courses/2021_41347?locale=en,SEMINAR B (2),POLICY MANAGEMENT / ENVIRONMENT AND INFORMATION STUDIES,Research Seminars,2 Unit,Tatsuma Wada,On campus,Thu 4th,Japanese
https://syllabus.sfc.keio.ac.jp/,INDEPENDENT RESEARCH,MEDIA AND GOVERNANCE,Independent Research (Doctoral Program),2 Unit,Masahiro Kotosaka,,,
